ID,ID_Alf,Año,Codigo_Departamento,Departamento,Codigo_Municipio_Alf,Codigo_Municipio,Municipio,Territorios_Funcionales,PESS,Tamaño_Municipio,Poblacion,Poblacion_Hombres,Poblacion_Mujeres,Homicidios_PNC,Hom_Multiple,Amenazas,Privacion_Libertad_PNC,Homicidios_Fuego_IML,Homicidios_IML,Homicidios_Mujeres_IML,Lesiones_IML,Lesiones_Mujeres_IML,Lesiones_Hombres,Lesiones_Fuego_IML,Violacion_IML,Vsexual_IML,Violacion_Mujeres_IML,Robo_Hombres_FGR,Robo_Mujeres_FGR,Robo_FGR,Extorsion_FGR,Ingresos_Tasas,Deflactor,Ingresos_Real,ingreso_real_hab,Consumo_KW,Consumo_KW_hab,Pobreza_FISDL,Homicidios_Habitantes,Amenazas_Habitantes,Privacion_Habitantes,Lesiones_Habitantes,Vsexual_Habitantes,Robo_Habitantes,Extorsion_Habitantes
11132013,11132013,2013,11,USULUTAN,1113,1113,OZATLAN,11,No Pertenece,Mediano,12880,6035,7868,13,0,11,3,10,13,0,15,7,8,0,0,3,0,0,0,0,4,57886.92,99,58471.63636363636,4.53972339630127,3818342.89,296.4552001953125,58.8,100.93168,85.403725,23.291925,116.45963,23.291925,0,31.055901
11142013,11142013,2013,11,USULUTAN,1114,1114,PUERTO EL TRIUNFO,,No Pertenece,Mediano,18944,9099,15406,9,2,18,6,7,9,1,27,15,12,2,2,3,2,2,0,2,0,126173.27,99,253043.8787878788,13.3574686050415,9211300.19,486.2384033203125,53.8,47.508446,95.016891,31.672297,142.52534,15.836148,10.557432,0
11152013,11152013,2013,11,USULUTAN,1115,1115,SAN AGUSTIN,,No Pertenece,Pequeño,6029,2914,2392,0,0,5,3,0,0,0,5,3,2,0,3,5,1,1,0,1,0,47201.65,99,47678.43434343435,7.908182621002197,1307954.89,216.9439239501953,66.3,0,82.932495,49.759495,82.932495,82.932495,16.586498,0
11162013,11162013,2013,11,USULUTAN,1116,1116,SAN BUENAVENTURA,,No Pertenece,Pequeño,4778,2294,2661,0,0,3,1,0,0,0,4,3,1,0,2,4,2,0,0,0,1,63523.65,99,64165.30303030303,13.42932224273682,711222.4399999999,148.8535919189453,49.1,0,62.787777,20.929258,83.717033,83.717033,0,20.929258
11172013,11172013,2013,11,USULUTAN,1117,1117,SAN DIONISIO,,No Pertenece,Pequeño,5278,2490,3570,3,0,6,0,0,3,0,4,2,2,0,1,1,1,0,0,0,2,53706.84,99,54249.33333333334,10.27838802337647,1937258.37,367.0440368652344,50.7,56.83971,113.67942,0,75.786285,18.946571,0,37.893143
11182013,11182013,2013,11,USULUTAN,1118,1118,SANTA ELENA,,No Pertenece,Mediano,18028,8409,11159,4,0,13,13,4,4,0,31,15,16,0,7,12,7,1,0,2,3,241824.31,99,244266.9797979798,13.5493106842041,6570533.2,364.4626770019531,56.2,22.187708,72.110054,72.110054,171.95474,66.563126,11.093854,16.640781
11192013,11192013,2013,11,USULUTAN,1119,1119,SAN FRANCISCO JAVIER,,No Pertenece,Pequeño,5207,2515,2413,2,0,2,2,2,2,0,4,3,1,0,1,2,1,0,0,0,1,53731.53,99,54274.27272727273,10.4233283996582,1949239.29,374.3497924804688,72.59999999999999,38.409832,38.409832,38.409832,76.819664,38.409832,0,19.204916
11202013,11202013,2013,11,USULUTAN,1120,1120,SANTA MARIA,11,No Pertenece,Mediano,12587,5700,11434,4,0,11,6,2,4,1,25,19,6,2,2,3,2,1,1,2,2,162441.89,99,164082.7171717172,13.03588771820068,6178763.57,490.884521484375,33.3,31.77882,87.391754,47.668228,198.61761,23.834114,15.88941,15.88941
11212013,11212013,2013,11,USULUTAN,1121,1121,SANTIAGO DE MARIA,,No Pertenece,Mediano,18968,8900,11743,8,0,33,47,6,9,1,52,26,26,3,10,15,10,1,0,4,8,711876.97,99,719067.6464646464,37.90951156616211,8185282.36,431.5311279296875,49.8,47.448334,173.97722,247.78575,274.14594,79.080559,21.088148,42.176296
11222013,11222013,2013,11,USULUTAN,1122,1122,TECAPAN,,No Pertenece,Pequeño,7895,3739,4654,3,0,8,8,3,3,1,30,16,14,2,3,7,3,2,0,3,2,81533.89999999999,99,82357.47474747474,10.43159866333008,2069985.73,262.189453125,64.5,37.998734,101.32996,101.32996,379.98734,88.663712,37.998734,25.332489
11232013,11232013,2013,11,USULUTAN,1123,1123,USULUTAN,11,Pertenece,Grande,78967,36441,55564,36,4,126,93,26,35,4,230,133,96,10,44,81,44,16,6,47,36,1714039.38,99,1731352.909090909,21.92501831054688,50471230.15999999,639.143310546875,36.9,44.322311,159.56032,117.77071,291.26089,102.57449,59.518532,45.588665
12012013,12012013,2013,12,SAN MIGUEL,1201,1201,CAROLINA,,No Pertenece,Pequeño,8777,4205,4572,3,0,2,2,1,3,0,9,3,6,0,3,3,1,0,0,0,0,62370.08,99,63000.08080808081,7.177860260009766,1694023.58,193.0071258544922,67.90000000000001,34.180244,22.786829,22.786829,102.54073,34.180244,0,0
12022013,12022013,2013,12,SAN MIGUEL,1202,1202,CIUDAD BARRIOS,,No Pertenece,Grande,27811,14161,13650,10,0,24,5,6,9,0,26,10,16,5,7,12,6,4,2,13,18,672262.42,99,679052.9494949495,24.41670417785645,5630628.560000001,202.4604797363281,59.6,32.361298,86.296791,17.978498,93.48819,43.148396,46.744095,64.722595
12032013,12032013,2013,12,SAN MIGUEL,1203,1203,COMACARAN,,No Pertenece,Pequeño,3239,1590,1649,3,2,0,0,3,3,0,2,2,0,0,0,0,0,1,0,1,2,34181.07,99,34526.33333333334,10.65956592559815,1285900.54,397.0054016113281,41,92.621178,0,0,61.747452,0,30.873726,61.747452
12042013,12042013,2013,12,SAN MIGUEL,1204,1204,CHAPELTIQUE,,No Pertenece,Mediano,11371,5313,6058,4,0,12,6,2,3,0,24,12,12,3,1,5,1,2,1,5,3,256843.35,99,259437.7272727273,22.81573486328125,6017518.85,529.19873046875,40.3,26.382904,105.53162,52.765808,211.06323,43.971508,43.971508,26.382904
12052013,12052013,2013,12,SAN MIGUEL,1205,1205,CHINAMECA,,No Pertenece,Mediano,23191,11179,12012,13,0,26,7,8,11,0,26,9,17,2,8,12,8,5,1,8,9,272884.39,99,275640.797979798,11.88567924499512,,,44.6,47.432194,112.11246,30.184124,112.11246,51.744209,34.49614,38.808159
12062013,12062013,2013,12,SAN MIGUEL,1206,1206,CHIRILAGUA,,No Pertenece,Mediano,20614,9924,10690,12,0,17,14,9,12,0,18,8,10,1,5,6,5,0,0,1,3,147076.84,99,148562.4646464647,7.206872463226318,7789368.75,377.8678894042969,51.2,58.212864,82.468224,67.915009,87.319298,29.106432,4.8510723,14.553216
12072013,12072013,2013,12,SAN MIGUEL,1207,1207,EL TRANSITO,,No Pertenece,Mediano,19885,9416,10469,3,0,29,12,0,3,0,38,28,10,0,5,8,5,5,1,13,3,301921.32,99,304971.0303030303,15.33673763275147,9139263.629999999,459.6059265136719,37.5,15.086749,145.83858,60.346996,191.09882,40.231331,65.375908,15.086749
12082013,12082013,2013,12,SAN MIGUEL,1208,1208,LOLOTIQUE,,No Pertenece,Mediano,16106,7817,8289,3,0,13,3,3,3,0,23,11,12,2,2,5,2,0,0,1,3,156536,99,158117.1717171717,9.817283630371094,3239003.12,201.1053771972656,49.7,18.626598,80.715263,18.626598,142.80392,31.044331,6.2088661,18.626598
12092013,12092013,2013,12,SAN MIGUEL,1209,1209,MONCAGUA,12,No Pertenece,Grande,25357,12082,13275,5,0,27,8,0,5,1,38,23,15,0,1,3,1,2,1,4,2,101540.31,99,102565.9696969697,4.044878005981445,9371599.669999998,369.5863037109375,46.6,19.71842,106.47948,31.549473,149.86,11.831053,15.774736,7.8873682
12102013,12102013,2013,12,SAN MIGUEL,1210,1210,NUEVA GUADALUPE,12,No Pertenece,Mediano,10326,4904,5422,1,0,5,3,1,1,0,16,4,12,0,3,6,2,3,0,4,4,195394.7,99,197368.3838383838,19.11373138427734,1885194.11,182.5677032470703,36.2,9.6842918,48.421459,29.052876,154.94867,58.105751,38.737167,38.737167
12112013,12112013,2013,12,SAN MIGUEL,1211,1211,NUEVO EDEN DE SAN JUAN,,No Pertenece,Pequeño,4008,1935,2073,0,0,2,0,0,0,0,2,1,1,0,1,3,1,1,1,2,0,48945.81,99,49440.21212121212,12.33538246154785,5124635.300000001,1278.6015625,62.8,0,49.9002,0,49.9002,74.850296,49.9002,0
12122013,12122013,2013,12,SAN MIGUEL,1212,1212,QUELEPA,12,No Pertenece,Pequeño,4273,2067,2206,1,0,10,1,1,2,0,12,6,6,0,11,13,11,1,0,3,2,73189.55,99,73928.83838383839,17.30138969421387,2512204.84,587.92529296875,30.1,46.805523,234.02762,23.402761,280.83313,304.2359,70.208282,46.805523
12132013,12132013,2013,12,SAN MIGUEL,1213,1213,SAN ANTONIO DEL MOSCO,,No Pertenece,Pequeño,5647,2796,2851,1,0,3,0,1,1,0,15,12,3,0,1,2,1,0,0,1,2,24357.28,99,24603.31313131313,4.356882095336914,9215873.109999999,1631.994506835938,78,17.708517,53.125553,0,265.62778,35.417034,17.708517,35.417034
12142013,12142013,2013,12,SAN MIGUEL,1214,1214,SAN GERARDO,,No Pertenece,Pequeño,5943,2619,3324,1,0,6,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,27843.83,99,28125.08080808081,4.732471942901611,292435.0299999999,49.20663452148438,54.8,16.826519,100.95911,16.826519,16.826519,16.826519,0,0
12152013,12152013,2013,12,SAN MIGUEL,1215,1215,SAN JORGE,,No Pertenece,Pequeño,9621,4586,5035,2,0,13,2,2,2,0,11,8,3,0,4,4,4,0,2,3,2,93968.14,99,94917.31313131313,9.865638732910156,3369933.72,350.2685546875,55.4,20.787859,135.12109,20.787859,114.33323,41.575718,31.181789,20.787859
12162013,12162013,2013,12,SAN MIGUEL,1216,1216,SAN LUIS DE LA REYNA,,No Pertenece,Pequeño,5678,2653,3025,0,0,6,1,0,0,0,8,3,5,0,0,0,0,0,0,0,1,,,,,1100991.03,193.9047241210938,52.7,0,105.67101,17.611835,140.89468,0,0,17.611835
12172013,12172013,2013,12,SAN MIGUEL,1217,1217,SAN MIGUEL,12,Pertenece,Muy Grande,249839,115909,133930,79,4,253,274,52,82,8,646,334,312,19,62,121,60,91,33,254,264,5893456.03,99,5952985.888888889,23.8272876739502,4619853.19,18.4913215637207,30.6,32.821136,101.26521,109.67063,258.56653,48.43119,101.66547,105.66805
12182013,12182013,2013,12,SAN MIGUEL,1218,1218,SAN RAFAEL ORIENTE,,No Pertenece,Mediano,14129,6583,7546,3,0,16,6,2,3,0,15,9,6,0,1,3,1,1,1,3,1,133286.58,99,134632.9090909091,9.528835296630859,4155037.64,294.0786743164063,48.2,21.232925,113.24227,42.465851,106.16463,21.232925,21.232925,7.077642
12192013,12192013,2013,12,SAN MIGUEL,1219,1219,SESORI,,No Pertenece,Mediano,10594,5084,5510,1,0,10,3,1,1,0,9,3,6,0,4,9,4,0,0,1,0,89251.28,99,90152.80808080809,8.509799003601074,2827609.7,266.9067077636719,54.8,9.4393053,94.393051,28.317915,84.953751,84.953751,9.4393053,0
12202013,12202013,2013,12,SAN MIGUEL,1220,1220,ULUAZAPA,,No Pertenece,Pequeño,3452,1615,1837,2,0,5,4,1,2,0,7,4,3,0,1,1,1,0,0,0,2,86929.38000000001,99,87807.45454545454,25.43668937683106,1416652.17,410.3859252929688,55,57.937428,144.84357,115.87486,202.78099,28.968714,0,57.937428
13012013,13012013,2013,13,MORAZAN,1301,1301,ARAMBALA,,No Pertenece,Pequeño,1807,858,949,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,21791.12,99,22011.23232323232,12.18109130859375,824899.11,456.5019836425781,58.3,0,110.68069,55.340343,0,55.340343,55.340343,55.340343
13022013,13022013,2013,13,MORAZAN,1302,1302,CACAOPERA,,No Pertenece,Mediano,11497,5553,5944,2,2,16,3,0,2,1,5,4,1,0,3,4,3,1,0,1,2,58236.58,99,58824.82828282828,5.116537094116211,1556568.75,135.3891296386719,68.5,17.395842,139.16673,26.093763,43.489605,34.791683,8.6979208,17.395842
13032013,13032013,2013,13,MORAZAN,1303,1303,CORINTO,,No Pertenece,Mediano,16859,7964,8895,10,2,36,7,8,9,1,11,5,6,1,8,10,6,4,2,6,7,152982.01,99,154527.2828282828,9.165863037109375,3063345.359999999,181.703857421875,65.09999999999999,53.383949,213.5358,41.520851,65.247047,59.315498,35.589298,41.520851
13042013,13042013,2013,13,MORAZAN,1304,1304,CHILANGA,,No Pertenece,Mediano,11039,5012,6027,1,0,10,0,1,1,0,9,3,6,0,2,3,2,2,0,2,2,51581.22,99,52102.24242424242,4.719833374023438,1467165.47,132.9074554443359,65.5,9.0587912,90.587914,0,81.529121,27.176374,18.117582,18.117582
13052013,13052013,2013,13,MORAZAN,1305,1305,DELICIAS DE CONCEPCION,,No Pertenece,Pequeño,5715,2744,2971,0,0,9,4,0,0,0,8,7,1,0,1,4,1,0,1,1,0,46704.26,99,47176.02020202021,8.254771232604981,1110144.64,194.2510375976563,59.8,0,157.48032,69.991249,139.9825,69.991249,17.497812,0
13062013,13062013,2013,13,MORAZAN,1306,1306,EL DIVISADERO,,No Pertenece,Pequeño,8347,3945,4402,1,0,20,7,0,1,0,9,5,4,0,3,5,3,4,0,5,3,67034.74000000001,99,67711.8585858586,8.112118721008301,3395806.88,406.8296203613281,47.6,11.980352,239.60704,83.862465,107.82317,59.90176,59.90176,35.941055
13072013,13072013,2013,13,MORAZAN,1307,1307,EL ROSARIO MORA,,No Pertenece,Pequeño,1324,656,668,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,,,,242153.3999999985,182.8953247070313,63.3,0,75.528702,75.528702,75.528702,75.528702,0,0
13082013,13082013,2013,13,MORAZAN,1308,1308,GUALOCOCTI,,No Pertenece,Pequeño,4181,2099,2082,0,0,9,2,0,0,0,2,2,0,0,1,1,0,3,0,3,0,16520.65,99,16687.52525252525,3.991276025772095,,,80.3,0,215.25951,47.835445,47.835445,23.917723,71.753166,0
13092013,13092013,2013,13,MORAZAN,1309,1309,GUATAJIAGUA,,No Pertenece,Mediano,13116,6200,6916,2,0,15,9,1,2,0,6,3,3,1,4,6,4,3,0,5,2,80786.57000000001,99,81602.59595959597,6.221606731414795,1850313.58,141.0730133056641,78.2,15.248551,114.36414,68.618484,45.745655,45.745655,38.12138,15.248551
13102013,13102013,2013,13,MORAZAN,1310,1310,JOATECA,,No Pertenece,Pequeño,4591,2235,2356,0,0,7,3,0,0,0,6,2,4,0,2,4,2,0,0,0,0,41973.71,99,42397.68686868687,9.234956741333008,647225.3799999999,140.9769897460938,74,0,152.47223,65.345238,130.69048,87.126991,0,0
13112013,13112013,2013,13,MORAZAN,1311,1311,JOCOAITIQUE,,No Pertenece,Pequeño,2914,1441,1473,0,0,12,0,0,0,0,5,3,2,0,3,4,3,3,0,3,1,68868.55,99,69564.19191919192,23.87240600585938,811389.86,278.4453735351563,60.2,0,411.80508,0,171.58545,137.26836,102.95127,34.317089
13122013,13122013,2013,13,MORAZAN,1312,1312,JOCORO,,No Pertenece,Mediano,10918,5092,5826,4,0,10,9,2,4,0,12,6,6,1,4,7,4,2,1,4,4,218691.42,99,220900.4242424243,20.23268127441406,4384326.44,401.5686340332031,30.4,36.636745,91.591866,82.432678,109.91024,64.114304,36.636745,36.636745
13132013,13132013,2013,13,MORAZAN,1313,1313,LOLOTIQUILLO,,No Pertenece,Pequeño,5543,2556,2987,2,0,12,3,1,2,0,6,0,6,0,3,3,3,2,1,3,0,31476.02,99,31793.9595959596,5.735875606536865,1102324.6,198.8678741455078,63.2,36.081543,216.48927,54.122318,108.24464,54.122318,54.122318,0
13142013,13142013,2013,13,MORAZAN,1314,1314,MEANGUERA,,No Pertenece,Pequeño,8492,4098,4394,0,0,15,1,0,0,0,7,3,4,0,3,8,3,4,0,4,2,37964.63,99,38348.11111111111,4.515792846679688,998491.32,117.5802307128906,58.1,0,176.63684,11.775789,82.430519,94.206314,47.103157,23.551579
13152013,13152013,2013,13,MORAZAN,1315,1315,OSICALA,,No Pertenece,Mediano,10186,4869,5317,3,0,19,7,2,3,0,8,4,4,0,9,10,9,2,0,2,6,62437.85,99,63068.53535353536,6.191688060760498,845657.0100000001,83.02149963378906,57.2,29.452188,186.53053,68.721771,78.539169,98.173965,19.634792,58.904377
13162013,13162013,2013,13,MORAZAN,1316,1316,PERQUIN,,No Pertenece,Pequeño,3526,1620,1906,0,0,4,3,0,0,0,5,3,2,0,2,4,2,1,4,5,1,95253.09,99,96215.24242424243,27.28736305236816,10089074.07,2861.3369140625,54.1,0,113.44299,85.082245,141.80374,113.44299,141.80374,28.360748
13172013,13172013,2013,13,MORAZAN,1317,1317,SAN CARLOS,,No Pertenece,Pequeño,5077,2410,2667,1,0,14,2,1,1,0,12,6,6,1,1,3,1,0,0,0,4,71922.98000000001,99,72649.47474747476,14.30952835083008,1565112.08,308.2749938964844,46.1,19.696671,275.75339,39.393341,236.36006,59.090015,0,78.786682
13182013,13182013,2013,13,MORAZAN,1318,1318,SAN FERNANDO MORA,,No Pertenece,Pequeño,1945,925,1020,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,39240.26,99,39636.62626262626,20.37872886657715,1102776.06,566.97998046875,66.7,0,102.82777,0,102.82777,0,0,51.413883
13192013,13192013,2013,13,MORAZAN,1319,1319,SAN FRANCISCO GOTERA,,No Pertenece,Grande,25120,11831,13289,6,2,67,29,3,7,1,55,29,26,3,19,29,18,6,6,12,111,497460.68,99,502485.5353535354,20.00340461730957,13638834.27,542.9472045898438,42.1,27.866241,266.71976,115.44586,218.94905,115.44586,47.770702,441.87897
13202013,13202013,2013,13,MORAZAN,1320,1320,SAN ISIDRO MORAZAN,,No Pertenece,Pequeño,3221,1542,1679,1,0,4,0,0,1,1,4,2,2,0,2,3,2,0,0,0,0,3510.68,99,3546.141414141414,1.10094428062439,314700.2400000002,97.70265197753906,73.7,31.046259,124.18504,0,124.18504,93.138779,0,0
13212013,13212013,2013,13,MORAZAN,1321,1321,SAN SIMON,,No Pertenece,Mediano,12133,5964,6169,0,0,23,1,0,0,0,8,4,4,0,0,1,0,1,0,5,3,70965.11,99,71681.92929292929,5.908013820648193,215391568.67,17752.541015625,70.09999999999999,0,189.56564,8.2419844,65.935875,8.2419844,41.209923,24.725954
13222013,13222013,2013,13,MORAZAN,1322,1322,SENSEMBRA,,No Pertenece,Pequeño,3178,1453,1725,1,0,8,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,19004.55,99,19196.51515151515,6.040439128875732,604247.62,190.1345520019531,63.7,31.466331,251.73065,31.466331,94.398994,0,0,0
13232013,13232013,2013,13,MORAZAN,1323,1323,SOCIEDAD,,No Pertenece,Mediano,12089,5800,6289,4,0,13,6,3,4,0,6,3,3,0,3,6,3,1,0,1,7,91349.77,99,92272.49494949495,7.63276481628418,2523006.58,208.7026672363281,52.7,33.087933,107.53577,49.631897,49.631897,49.631897,8.2719831,57.903881
13242013,13242013,2013,13,MORAZAN,1324,1324,TOROLA,,No Pertenece,Pequeño,3231,1663,1568,0,0,6,3,0,0,0,2,2,0,0,3,4,2,6,2,8,2,23499.65,99,23737.0202020202,7.346648216247559,377730.38,116.9081954956055,88.5,0,185.70102,92.85051,61.900341,123.80068,247.60136,61.900341
13252013,13252013,2013,13,MORAZAN,1325,1325,YAMABAL,,No Pertenece,Pequeño,4886,2339,2547,1,0,9,2,0,1,0,4,2,2,0,2,2,2,0,0,0,4,25428.17,99,25685.0202020202,5.256860256195068,797339.95,163.1886901855469,63.5,20.466639,184.19975,40.933277,81.866554,40.933277,0,81.866554
13262013,13262013,2013,13,MORAZAN,1326,1326,YOLOAIQUIN,,No Pertenece,Pequeño,3979,1816,2163,2,0,3,1,1,2,0,3,2,1,0,1,1,1,0,0,0,3,36919.79,99,37292.71717171717,9.372384071350098,824911.6699999998,207.3163299560547,46.7,50.263885,75.395828,25.131943,75.395828,25.131943,0,75.395828
14012013,14012013,2013,14,LA UNION,1401,1401,ANAMOROS,,No Pertenece,Mediano,15537,7208,8329,3,2,12,7,3,3,0,14,7,7,1,7,11,5,8,1,9,2,188788.79,99,190695.7474747475,12.27365303039551,4759652.04,306.3430480957031,48.4,19.308746,77.234985,45.053741,90.107483,70.798737,57.926239,12.872498
14022013,14022013,2013,14,LA UNION,1402,1402,BOLIVAR,,No Pertenece,Pequeño,4355,1993,2362,3,0,7,2,2,3,1,8,2,6,0,3,4,2,2,0,2,0,131766.02,99,133096.9898989899,30.56188011169434,2183703.86,501.4245300292969,44.7,68.886337,160.73479,45.924225,183.6969,91.84845,45.924225,0
14032013,14032013,2013,14,LA UNION,1403,1403,CONCEPCION DE ORIENTE,,No Pertenece,Pequeño,8938,3924,5014,2,0,2,2,1,2,0,5,2,3,0,0,2,0,4,0,4,0,73256.11,99,73996.07070707071,8.278817176818848,2963621.37,331.575439453125,39.1,22.376371,22.376371,22.376371,55.940926,22.376371,44.752743,0
14042013,14042013,2013,14,LA UNION,1404,1404,CONCHAGUA,13,Pertenece,Grande,43469,20983,22486,29,8,33,28,23,28,2,56,34,22,5,10,18,10,7,1,10,2,464684.08,99,469377.8585858586,10.7979907989502,16095002.22,370.263916015625,45.5,64.413719,75.916168,64.413719,128.82744,41.408821,23.0049,4.6009798
14052013,14052013,2013,14,LA UNION,1405,1405,EL CARMEN LA UNION,,No Pertenece,Mediano,13024,6237,6787,8,2,15,8,6,8,1,27,7,20,2,2,6,2,3,0,4,3,144682.35,99,146143.7878787879,11.22111415863037,4389930.97,337.0647277832031,44.8,61.42506,115.17199,61.42506,207.30959,46.068794,30.71253,23.034397
14062013,14062013,2013,14,LA UNION,1406,1406,EL SAUCE,,No Pertenece,Pequeño,6520,2954,3566,2,0,7,4,2,2,0,8,3,5,1,1,2,1,4,1,5,2,104096.58,99,105148.0606060606,16.12700271606445,2423662.98,371.7274475097656,46.5,30.674847,107.36196,61.349693,122.69939,30.674847,76.687119,30.674847
14072013,14072013,2013,14,LA UNION,1407,1407,INTIPUCA,,No Pertenece,Pequeño,8287,4012,4275,3,0,11,2,1,3,0,12,9,3,0,2,2,2,2,0,2,0,171940.66,99,173677.4343434344,20.95781707763672,3071863.25,370.6846008300781,38.6,36.201279,132.73802,24.134186,144.80511,24.134186,24.134186,0
14082013,14082013,2013,14,LA UNION,1408,1408,LA UNION,13,Pertenece,Grande,36039,17099,18940,32,0,63,43,29,33,4,114,63,51,12,19,34,16,42,16,64,55,1238101.94,99,1250608.02020202,34.70151901245117,43609695.82999999,1210.069580078125,31.4,91.567467,174.81062,119.31519,316.32397,94.342239,177.58539,152.61244
14092013,14092013,2013,14,LA UNION,1409,1409,LISLIQUE,,No Pertenece,Mediano,15102,7129,7973,5,3,7,6,5,5,2,13,6,7,0,6,7,3,8,5,14,0,75384.75,99,76146.21212121213,5.04212760925293,1777205.66,117.6801528930664,63.6,33.108196,46.351475,39.729836,86.081314,46.351475,92.70295,0
14102013,14102013,2013,14,LA UNION,1410,1410,MEANGUERA DEL GOLFO,,No Pertenece,Pequeño,2604,1217,1387,1,0,2,1,0,1,0,2,0,2,0,2,2,2,0,0,0,0,21076.89,99,21289.78787878788,8.175802230834961,890485.7999999999,341.9684448242188,38.4,38.402458,76.804916,38.402458,76.804916,76.804916,0,0
14112013,14112013,2013,14,LA UNION,1411,1411,NUEVA ESPARTA,,No Pertenece,Mediano,10079,4655,5424,1,0,11,5,0,1,0,11,5,6,1,5,6,5,8,4,13,0,75417.67999999999,99,76179.47474747474,7.558237552642822,1432053.34,142.0828857421875,58.6,9.9216194,109.13781,49.608097,109.13781,59.529716,128.98105,0
14122013,14122013,2013,14,LA UNION,1412,1412,PASAQUINA,,No Pertenece,Mediano,16915,7818,9097,6,0,11,16,4,6,0,20,8,12,0,4,10,3,21,1,22,3,269262.49,99,271982.3131313131,16.0793571472168,2138565.05,126.4300918579102,36.7,35.471474,65.031036,94.590599,118.23825,59.119125,130.06207,17.735737
14132013,14132013,2013,14,LA UNION,1413,1413,POLOROS,,No Pertenece,Mediano,10477,4641,5836,3,3,11,4,3,3,0,16,8,8,2,5,6,5,8,0,10,3,73552.01,99,74294.95959595959,7.091243743896484,576965.95,55.06976699829102,45.6,28.634151,104.99189,38.178867,152.71547,57.268303,95.447166,28.634151
14142013,14142013,2013,14,LA UNION,1414,1414,SAN ALEJO,,No Pertenece,Mediano,17984,8259,9725,12,0,25,8,7,12,0,33,13,20,1,4,7,2,11,3,16,0,203799.42,99,205858,11.4467306137085,3296708.270000001,183.3134002685547,43.3,66.725975,139.01245,44.483986,183.49644,38.923489,88.967972,0
14152013,14152013,2013,14,LA UNION,1415,1415,SAN JOSE ,,No Pertenece,Pequeño,3091,1461,1630,0,0,7,1,0,0,0,2,1,1,0,2,4,2,0,1,1,0,64882.49,99,65537.86868686869,21.20280456542969,427411.9400000001,138.2762603759766,57.1,0,226.46393,32.35199,64.703979,129.40796,32.35199,0
14162013,14162013,2013,14,LA UNION,1416,1416,SANTA ROSA DE LIMA,,No Pertenece,Grande,30898,14404,16494,9,0,42,26,7,9,0,58,29,29,2,16,29,15,23,7,32,7,1142136.93,99,1153673.666666667,37.338134765625,24958068.17,807.7567749023438,30,29.128099,135.93112,84.147842,187.71442,93.857208,103.56657,22.655188
14172013,14172013,2013,14,LA UNION,1417,1417,YAYANTIQUE,,No Pertenece,Pequeño,7862,3618,4244,1,0,5,1,1,1,0,5,4,1,0,2,3,2,0,0,0,1,45833.41,99,46296.37373737374,5.888625621795654,1877628.38,238.8232421875,58.4,12.71941,63.59705,12.71941,63.59705,38.15823,0,12.71941
14182013,14182013,2013,14,LA UNION,1418,1418,YUCUAIQUIN,,No Pertenece,Pequeño,7141,3209,3932,0,0,0,2,0,0,0,11,4,7,2,2,3,2,1,0,1,0,97703.77,99,98690.67676767676,13.82028770446777,1810309.98,253.5093078613281,52.8,0,0,28.007282,154.04005,42.010921,14.003641,0
1012014,01012014,2014,1,AHUACHAPAN,0101,101,AHUACHAPAN,5,Pertenece,Muy Grande,124375,59271,65104,23,0,305,68,16,23,1,280,125,155,26,37,57,34,18,3,29,62,2048638.27,100,2048638.27,16.47146415710449,41368880.33566061,332.6141052246094,47.7,18.492462,245.22614,54.673367,225.12563,45.829147,23.316584,49.849247
1022014,01022014,2014,1,AHUACHAPAN,0102,102,APANECA,,No Pertenece,Pequeño,8469,4135,4334,1,0,20,3,0,1,0,11,7,4,0,0,0,0,0,2,3,2,133420.25,100,133420.25,15.75395584106445,2590273.644273295,305.8535461425781,52,11.80777,236.1554,35.423309,129.88547,0,35.423309,23.61554
1032014,01032014,2014,1,AHUACHAPAN,0103,103,ATIQUIZAYA,,Pertenece,Grande,35007,16976,18031,19,2,68,17,15,19,3,35,15,20,4,17,23,15,6,0,8,11,344219.1,100,344219.1,9.832864761352539,11483975.95935055,328.0480041503906,41.2,54.27486,194.24687,48.561718,99.980003,65.701149,22.852571,31.422287
1042014,01042014,2014,1,AHUACHAPAN,0104,104,CONCEPCION DE ATACO,,No Pertenece,Mediano,12929,6362,6567,2,0,33,4,1,2,0,13,8,5,1,2,4,2,3,1,4,1,52291.93,100,52291.93,4.044545650482178,4251187.532571179,328.8102416992188,48.7,15.4691,255.24016,30.9382,100.54916,30.9382,30.9382,7.73455
1052014,01052014,2014,1,AHUACHAPAN,0105,105,EL REFUGIO,3,No Pertenece,Mediano,10589,5075,5514,8,2,24,3,8,8,0,8,4,4,0,2,5,2,2,0,4,0,86466.37,100,86466.37,8.165678977966309,3443703.812637325,325.2152099609375,26.4,75.550102,226.6503,28.331287,75.550102,47.218811,37.775051,0
