ID,ID_Alf,Año,Codigo_Departamento,Departamento,Codigo_Municipio_Alf,Codigo_Municipio,Municipio,Territorios_Funcionales,PESS,Tamaño_Municipio,Poblacion,Poblacion_Hombres,Poblacion_Mujeres,Homicidios_PNC,Hom_Multiple,Amenazas,Privacion_Libertad_PNC,Homicidios_Fuego_IML,Homicidios_IML,Homicidios_Mujeres_IML,Lesiones_IML,Lesiones_Mujeres_IML,Lesiones_Hombres,Lesiones_Fuego_IML,Violacion_IML,Vsexual_IML,Violacion_Mujeres_IML,Robo_Hombres_FGR,Robo_Mujeres_FGR,Robo_FGR,Extorsion_FGR,Ingresos_Tasas,Deflactor,Ingresos_Real,ingreso_real_hab,Consumo_KW,Consumo_KW_hab,Pobreza_FISDL,Homicidios_Habitantes,Amenazas_Habitantes,Privacion_Habitantes,Lesiones_Habitantes,Vsexual_Habitantes,Robo_Habitantes,Extorsion_Habitantes
10122010,10122010,2010,10,SAN VICENTE,1012,1012,TEPETITAN,,No Pertenece,Pequeño,3927,,,0,0,1,0,0,0,0,6,1,5,0,0,1,0,0,0,0,3,23092.99,90.59999999999999,25488.95143487859,6.490693092346191,1540681,392.3302917480469,47.2,0,25.464731,0,152.78839,25.464731,0,76.394196
10132010,10132010,2010,10,SAN VICENTE,1013,1013,VERAPAZ,,No Pertenece,Pequeño,6687,,,1,0,12,0,0,1,0,10,4,6,1,1,4,1,2,0,3,2,48638.18,90.59999999999999,53684.52538631347,8.028192520141602,1625985,243.1561279296875,64.2,14.95439,179.45267,0,149.54388,59.817558,44.863167,29.908779
11012010,11012010,2010,11,USULUTAN,1101,1101,ALEGRIA,,No Pertenece,Mediano,12032,,,6,0,3,0,4,6,3,7,1,6,1,0,3,0,0,0,0,6,48187.87,90.59999999999999,53187.49448123621,4.42050313949585,7329913.709999999,609.2015991210938,74.09999999999999,49.86702,24.93351,0,58.178192,24.93351,0,49.86702
11022010,11022010,2010,11,USULUTAN,1102,1102,BERLIN,,No Pertenece,Mediano,17565,,,3,0,13,7,0,2,0,26,11,15,2,7,12,7,0,0,0,1,161187.54,90.59999999999999,177911.1920529802,10.12873268127441,3755661.91,213.8150787353516,64.90000000000001,11.386279,74.010818,39.851978,148.02164,68.31768,0,5.6931396
11032010,11032010,2010,11,USULUTAN,1103,1103,CALIFORNIA,,No Pertenece,Pequeño,2714,,,0,0,4,0,0,0,0,5,1,4,1,0,4,0,0,0,0,0,25670.66,90.59999999999999,28334.06181015453,10.43996429443359,788170.2000000002,290.4090576171875,56,0,147.38394,0,184.22992,147.38394,0,0
11042010,11042010,2010,11,USULUTAN,1104,1104,CONCEPCION BATRES,,No Pertenece,Mediano,12361,,,4,0,9,4,1,4,1,22,4,18,4,1,6,1,1,1,2,3,112474.07,90.59999999999999,124143.5651214128,10.04316520690918,3546695.08,286.9262390136719,57.1,32.35984,72.809647,32.35984,177.97913,48.539761,16.17992,24.26988
11052010,11052010,2010,11,USULUTAN,1105,1105,EL TRIUNFO,,No Pertenece,Pequeño,7274,,,2,0,7,1,1,2,0,7,2,5,0,3,7,3,0,0,0,1,,,,,,,55.1,27.495188,96.233162,13.747594,96.233162,96.233162,0,13.747594
11062010,11062010,2010,11,USULUTAN,1106,1106,EREGUAYQUIN,,No Pertenece,Pequeño,6188,,,1,0,3,1,1,1,1,14,6,8,1,2,7,2,0,0,1,1,51652.32,90.59999999999999,57011.39072847683,9.213217735290527,2169930.73,350.6675415039063,44.5,16.160311,48.48093,16.160311,226.24434,113.12217,16.160311,16.160311
11072010,11072010,2010,11,USULUTAN,1107,1107,ESTANZUELAS,,No Pertenece,Pequeño,9117,,,4,0,4,2,2,4,0,8,6,2,0,1,3,1,0,0,0,4,149302.76,90.59999999999999,164793.3333333333,18.07538986206055,2730802.26,299.5285949707031,68.2,43.874081,43.874081,21.93704,87.748161,32.90556,0,43.874081
11082010,11082010,2010,11,USULUTAN,1108,1108,JIQUILISCO,,Pertenece,Grande,49047,,,19,4,58,12,14,19,2,91,27,64,9,20,43,18,4,0,7,15,609618.1800000001,90.59999999999999,672867.748344371,13.71883583068848,15684816.12,319.7915344238281,44.3,38.738354,118.25392,24.466328,185.53632,87.671013,14.272025,30.582911
11092010,11092010,2010,11,USULUTAN,1109,1109,JUCUAPA,,No Pertenece,Mediano,19053,,,9,0,8,8,8,9,1,16,2,14,2,6,10,6,0,1,1,15,155090.53,90.59999999999999,171181.6004415011,8.984496116638184,6837950.8,358.8910217285156,55.2,47.236656,41.98814,41.98814,83.97628,52.485172,5.2485175,78.72776
11102010,11102010,2010,11,USULUTAN,1110,1110,JUCUARAN,,No Pertenece,Mediano,13302,,,2,0,4,2,1,2,0,18,7,11,2,5,7,5,1,0,1,4,135458.49,90.59999999999999,149512.6821192053,11.23986530303955,3235334.620000001,243.2216644287109,65.90000000000001,15.035333,30.070665,15.035333,135.31799,52.623665,7.5176663,30.070665
11112010,11112010,2010,11,USULUTAN,1111,1111,MERCEDES UMAÑA,,No Pertenece,Mediano,13513,,,4,0,6,3,2,4,2,11,3,8,2,3,7,3,0,0,0,2,86737.92999999999,90.59999999999999,95737.22958057396,7.084824085235596,6757837.19,500.0989685058594,60.4,29.601126,44.401688,22.200844,81.403091,51.801968,0,14.800563
11122010,11122010,2010,11,USULUTAN,1112,1112,NUEVA GRANADA,,No Pertenece,Pequeño,7697,,,2,0,3,0,0,2,1,3,0,3,0,4,8,4,0,0,0,1,50756.05,90.59999999999999,56022.13024282561,7.27843713760376,1580899.2,205.3916015625,84.40000000000001,25.98415,38.976223,0,38.976223,103.9366,0,12.992075
11132010,11132010,2010,11,USULUTAN,1113,1113,OZATLAN,11,No Pertenece,Mediano,12715,,,3,0,14,3,4,4,0,16,3,13,1,3,5,3,0,1,1,0,50735.89,90.59999999999999,55999.87858719647,4.404237270355225,3340058.990000001,262.6865234375,58.8,31.458906,110.10617,23.594179,125.83562,39.323635,7.8647265,0
11142010,11142010,2010,11,USULUTAN,1114,1114,PUERTO EL TRIUNFO,,No Pertenece,Mediano,17802,,,2,0,25,5,0,1,0,28,14,14,4,3,6,3,1,0,2,0,149832.91,90.59999999999999,306235.9933774835,17.20233726501465,8368128.989999999,470.0668029785156,53.8,5.6173463,140.43365,28.086731,157.28571,33.704079,11.234693,0
11152010,11152010,2010,11,USULUTAN,1115,1115,SAN AGUSTIN,,No Pertenece,Pequeño,6296,,,0,0,3,4,0,0,0,7,4,3,0,0,3,0,0,0,1,0,56030.73,90.59999999999999,61844.07284768212,9.822755813598633,1077510.23,171.1420288085938,66.3,0,47.6493,63.532402,111.1817,47.6493,15.883101,0
11162010,11162010,2010,11,USULUTAN,1116,1116,SAN BUENAVENTURA,,No Pertenece,Pequeño,4772,,,2,0,2,0,1,2,0,0,0,0,0,1,2,1,0,0,0,3,51539.94,90.59999999999999,56887.35099337748,11.92107105255127,1443126.63,302.4154663085938,49.1,41.911148,41.911148,0,0,41.911148,0,62.866722
11172010,11172010,2010,11,USULUTAN,1117,1117,SAN DIONISIO,,No Pertenece,Pequeño,5130,,,4,0,8,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,62156.97,90.59999999999999,68605.92715231789,13.37347507476807,1735992.47,338.4000854492188,50.7,58.47953,155.94542,58.47953,0,0,0,19.493177
11182010,11182010,2010,11,USULUTAN,1118,1118,SANTA ELENA,,No Pertenece,Mediano,17761,,,2,0,9,6,1,3,0,16,3,13,0,6,15,5,0,0,0,6,231959.72,90.59999999999999,256026.1810154525,14.41507720947266,5907113.74,332.5890197753906,56.2,16.890942,50.672821,33.781883,90.085014,84.454704,0,33.781883
11192010,11192010,2010,11,USULUTAN,1119,1119,SAN FRANCISCO JAVIER,,No Pertenece,Pequeño,5330,,,3,0,2,1,2,3,0,10,1,9,0,2,3,2,1,0,1,0,45675.67,90.59999999999999,50414.646799117,9.458658218383789,1588054.26,297.9463806152344,72.59999999999999,56.285179,37.523453,18.761726,187.61726,56.285179,18.761726,0
11202010,11202010,2010,11,USULUTAN,1120,1120,SANTA MARIA,11,No Pertenece,Mediano,11671,,,11,0,12,4,9,11,0,12,5,7,2,5,8,4,0,0,0,4,150975.53,90.59999999999999,166639.6578366446,14.27809619903565,5163606.6,442.4305114746094,33.3,94.25071,102.81895,34.272984,102.81895,68.545967,0,34.272984
11212010,11212010,2010,11,USULUTAN,1121,1121,SANTIAGO DE MARIA,,No Pertenece,Mediano,18665,,,2,0,28,7,1,2,0,22,12,10,3,10,15,10,1,0,4,23,542463.03,90.59999999999999,598745.0662251656,32.0784912109375,8432713.710000001,451.7928466796875,49.8,10.715242,150.0134,37.503349,117.86767,80.364319,21.430485,123.22529
11222010,11222010,2010,11,USULUTAN,1122,1122,TECAPAN,,No Pertenece,Pequeño,7829,,,2,0,13,2,0,1,0,25,5,20,1,3,6,3,0,0,0,6,50642.38,90.59999999999999,55896.66666666667,7.139694213867188,1775922.23,226.8389587402344,64.5,12.773024,166.0493,25.546047,319.32559,76.638138,0,76.638138
11232010,11232010,2010,11,USULUTAN,1123,1123,USULUTAN,11,Pertenece,Grande,76300,,,52,2,83,41,37,54,6,179,47,132,11,43,73,41,3,2,10,73,1382887.95,90.59999999999999,1526366.390728477,20.00480270385742,47276088.05,619.6079711914063,36.9,70.773262,108.78113,53.735256,234.60027,95.674965,13.10616,95.674965
12012010,12012010,2010,12,SAN MIGUEL,1201,1201,CAROLINA,,No Pertenece,Pequeño,8728,,,4,2,5,3,2,3,0,3,1,2,0,0,0,0,0,0,0,0,78709.74000000001,90.59999999999999,86876.0927152318,9.953722953796387,1374906.07,157.5281982421875,67.90000000000001,34.372135,57.286892,34.372135,34.372135,0,0,0
12022010,12022010,2010,12,SAN MIGUEL,1202,1202,CIUDAD BARRIOS,,No Pertenece,Grande,26969,,,24,4,19,7,19,21,1,23,13,10,1,7,10,7,0,0,2,2,198266.22,90.59999999999999,218836.8874172186,8.114386558532715,5133358.549999999,190.3429260253906,59.6,77.86718,70.451256,25.955727,85.283104,37.079609,7.4159222,7.4159222
12032010,12032010,2010,12,SAN MIGUEL,1203,1203,COMACARAN,,No Pertenece,Pequeño,3303,,,2,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,33612.55,90.59999999999999,37099.94481236204,11.23219680786133,1112545.61,336.8288269042969,41,60.551014,60.551014,0,30.275507,0,30.275507,0
12042010,12042010,2010,12,SAN MIGUEL,1204,1204,CHAPELTIQUE,,No Pertenece,Mediano,11336,,,2,0,9,3,2,3,0,7,4,3,0,0,0,0,0,0,1,1,172492.6,90.59999999999999,190389.1832229581,16.79509353637695,5425435.060000001,478.6022338867188,40.3,26.464361,79.393082,26.464361,61.750175,0,8.821454,8.821454
12052010,12052010,2010,12,SAN MIGUEL,1205,1205,CHINAMECA,,No Pertenece,Mediano,23351,,,7,2,25,2,5,6,3,21,12,9,2,2,5,1,0,1,5,3,309010.85,90.59999999999999,341071.5783664459,14.60629463195801,,,44.6,25.694832,107.0618,8.5649433,89.931908,21.412359,21.412359,12.847416
12062010,12062010,2010,12,SAN MIGUEL,1206,1206,CHIRILAGUA,,No Pertenece,Mediano,20834,,,16,2,14,6,13,15,0,7,3,4,0,3,5,2,0,1,2,0,124954.8,90.59999999999999,137919.2052980133,6.61991024017334,6861796.48,329.3556823730469,51.2,71.997696,67.197853,28.799078,33.598927,23.999231,9.5996923,0
12072010,12072010,2010,12,SAN MIGUEL,1207,1207,EL TRANSITO,,No Pertenece,Mediano,19614,,,7,0,21,5,4,5,0,9,6,3,0,3,8,3,1,1,2,2,378492.03,90.59999999999999,417761.6225165563,21.29915428161621,8210735.41,418.6160583496094,37.5,25.491995,107.06638,25.491995,45.885593,40.787193,10.196798,10.196798
12082010,12082010,2010,12,SAN MIGUEL,1208,1208,LOLOTIQUE,,No Pertenece,Mediano,15909,,,2,0,15,1,2,3,0,16,7,9,0,1,4,1,0,1,1,2,72762.25,90.59999999999999,80311.53421633555,5.048182487487793,2964124.64,186.3174743652344,49.7,18.85725,94.286255,6.2857504,100.57201,25.143002,6.2857504,12.571501
12092010,12092010,2010,12,SAN MIGUEL,1209,1209,MONCAGUA,12,No Pertenece,Mediano,24606,,,12,0,14,5,6,9,3,18,8,10,1,4,7,4,1,0,2,3,42983.23,90.59999999999999,47442.8587196468,1.928101181983948,7936793.400000001,322.5552062988281,46.6,36.576447,56.89669,20.320248,73.152893,28.448345,8.1280985,12.192148
12102010,12102010,2010,12,SAN MIGUEL,1210,1210,NUEVA GUADALUPE,12,No Pertenece,Pequeño,9841,,,0,0,11,0,0,0,0,7,4,3,2,0,1,0,0,0,0,0,160912.45,90.59999999999999,177607.5607064018,18.04771423339844,4764502.73,484.1482238769531,36.2,0,111.77726,0,71.130981,10.161569,0,0
12112010,12112010,2010,12,SAN MIGUEL,1211,1211,NUEVO EDEN DE SAN JUAN,,No Pertenece,Pequeño,4127,,,0,0,2,0,0,0,0,1,1,0,0,0,1,0,2,1,3,0,44708.88,90.59999999999999,49347.54966887418,11.95724487304688,710364.53,172.1261291503906,62.8,0,48.461353,0,24.230677,24.230677,72.692032,0
12122010,12122010,2010,12,SAN MIGUEL,1212,1212,QUELEPA,12,No Pertenece,Pequeño,4269,,,2,0,3,0,1,2,1,3,2,1,0,0,1,0,0,0,1,0,58057.97,90.59999999999999,64081.64459161148,15.01092624664307,2937061.28,687.9974975585938,30.1,46.84938,70.274071,0,70.274071,23.42469,23.42469,0
12132010,12132010,2010,12,SAN MIGUEL,1213,1213,SAN ANTONIO DEL MOSCO,,No Pertenece,Pequeño,5617,,,0,0,4,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,15186.08,90.59999999999999,16761.67770419426,2.984097957611084,511087.6,90.98942565917969,78,0,71.212395,0,17.803099,17.803099,17.803099,0
12142010,12142010,2010,12,SAN MIGUEL,1214,1214,SAN GERARDO,,No Pertenece,Pequeño,6122,,,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21666.37,90.59999999999999,23914.31567328918,3.906291246414185,1257432.99,205.3957824707031,54.8,32.669064,65.338127,0,0,0,0,0
12152010,12152010,2010,12,SAN MIGUEL,1215,1215,SAN JORGE,,No Pertenece,Pequeño,9611,,,1,0,8,1,0,1,0,3,2,1,0,1,2,1,0,1,1,4,66433.08,90.59999999999999,73325.69536423842,7.629351139068604,2260188.47,235.1668395996094,55.4,10.404744,83.237953,10.404744,31.214233,20.809488,10.404744,41.618977
12162010,12162010,2010,12,SAN MIGUEL,1216,1216,SAN LUIS DE LA REYNA,,No Pertenece,Pequeño,5806,,,2,0,8,0,2,2,1,2,2,0,1,2,2,2,1,0,2,1,,,,,3696687.85,636.7012939453125,52.7,34.447124,137.7885,0,34.447124,34.447124,34.447124,17.223562
12172010,12172010,2010,12,SAN MIGUEL,1217,1217,SAN MIGUEL,12,Pertenece,Muy Grande,239782,,,202,21,271,38,161,214,44,346,146,200,32,55,143,55,34,12,111,118,5651991.32,90.59999999999999,6238401.015452539,26.01696968078613,206785793.81,862.3908081054688,30.6,89.247734,113.01933,15.847729,144.29773,59.637505,46.292049,49.211369
12182010,12182010,2010,12,SAN MIGUEL,1218,1218,SAN RAFAEL ORIENTE,,No Pertenece,Mediano,14065,,,2,0,8,2,1,1,0,9,2,7,0,2,3,2,0,0,1,3,81937.03,90.59999999999999,90438.22295805741,6.430019378662109,3940576.92,280.1690063476563,48.2,7.1098471,56.878777,14.219694,63.988625,21.329542,7.1098471,21.329542
12192010,12192010,2010,12,SAN MIGUEL,1219,1219,SESORI,,No Pertenece,Mediano,10930,,,3,0,13,1,1,1,0,4,2,2,1,0,1,0,0,1,2,0,65735.39,90.59999999999999,72555.61810154526,6.638208389282227,2388875.99,218.5613861083984,54.8,9.1491308,118.9387,9.1491308,36.596523,9.1491308,18.298262,0
12202010,12202010,2010,12,SAN MIGUEL,1220,1220,ULUAZAPA,,No Pertenece,Pequeño,3491,,,0,0,2,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,26805.64,90.59999999999999,29586.79911699779,8.475164413452148,1255757.77,359.7129211425781,55,0,57.290176,28.645088,143.22543,0,0,0
13012010,13012010,2010,13,MORAZAN,1301,1301,ARAMBALA,,No Pertenece,Pequeño,1869,,,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,38517.15,90.59999999999999,42513.41059602649,22.74660873413086,660366.0699999998,353.3258666992188,58.3,53.504547,160.51364,53.504547,0,0,214.01819,53.504547
13022010,13022010,2010,13,MORAZAN,1302,1302,CACAOPERA,,No Pertenece,Mediano,11557,,,1,0,7,3,0,1,0,0,0,0,0,0,0,0,2,0,2,1,43623.58,90.59999999999999,48149.646799117,4.166275501251221,1098921.77,95.08711242675781,68.5,8.6527643,60.569351,25.958294,0,0,17.305529,8.6527643
13032010,13032010,2010,13,MORAZAN,1303,1303,CORINTO,,No Pertenece,Mediano,16612,,,9,0,26,6,5,8,2,5,1,4,0,4,4,3,3,1,4,6,115762.5,90.59999999999999,127773.178807947,7.691619396209717,2437234.98,146.71533203125,65.09999999999999,48.157959,156.51337,36.118469,30.098724,24.078979,24.078979,36.118469
13042010,13042010,2010,13,MORAZAN,1304,1304,CHILANGA,,No Pertenece,Mediano,10659,,,1,0,13,2,0,1,0,0,0,0,0,3,3,3,0,0,0,3,35252.72,90.59999999999999,38910.28697571744,3.650463104248047,1203959.42,112.9523773193359,65.5,9.3817434,121.96266,18.763487,0,28.145229,0,28.145229
13052010,13052010,2010,13,MORAZAN,1305,1305,DELICIAS DE CONCEPCION,,No Pertenece,Pequeño,5548,,,2,2,14,0,2,2,1,1,0,1,1,0,0,0,1,0,1,2,32069.61,90.59999999999999,35396.92052980133,6.380122661590576,997736.5099999998,179.8371429443359,59.8,36.049026,252.34319,0,18.024513,0,18.024513,36.049026
13062010,13062010,2010,13,MORAZAN,1306,1306,EL DIVISADERO,,No Pertenece,Pequeño,8214,,,0,0,10,1,0,0,0,1,1,0,0,2,2,2,1,1,2,11,40629.3,90.59999999999999,44844.70198675498,5.459545135498047,2927739.23,356.4328308105469,47.6,0,121.74336,12.174336,12.174336,24.348673,24.348673,133.91769
13072010,13072010,2010,13,MORAZAN,1307,1307,EL ROSARIO MORA,,No Pertenece,Pequeño,1371,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,196220.5899999999,143.1222381591797,63.3,0,364.6973,0,0,0,0,0
13082010,13082010,2010,13,MORAZAN,1308,1308,GUALOCOCTI,,No Pertenece,Pequeño,4024,,,0,0,4,0,0,0,0,2,1,1,1,0,0,0,0,0,0,4,7038.95,90.59999999999999,7769.260485651214,1.930730700492859,,,80.3,0,99.40358,0,49.70179,0,0,99.40358
13092010,13092010,2010,13,MORAZAN,1309,1309,GUATAJIAGUA,,No Pertenece,Mediano,12777,,,2,0,17,5,1,2,0,7,5,2,1,1,1,1,0,0,0,3,70229.07000000001,90.59999999999999,77515.52980132452,6.066802024841309,1543246.13,120.7831344604492,78.2,15.653127,133.05157,39.132816,54.785942,7.8265634,0,23.479691
13102010,13102010,2010,13,MORAZAN,1310,1310,JOATECA,,No Pertenece,Pequeño,4529,,,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54830.74,90.59999999999999,60519.58057395144,13.36268043518066,475100.3700000001,104.9018249511719,74,0,66.239784,44.159859,0,44.159859,0,0
13112010,13112010,2010,13,MORAZAN,1311,1311,JOCOAITIQUE,,No Pertenece,Pequeño,2983,,,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42678.88,90.59999999999999,47106.93156732892,15.79179763793945,721854.5599999999,241.9894561767578,60.2,0,167.6165,33.5233,0,33.5233,0,0
13122010,13122010,2010,13,MORAZAN,1312,1312,JOCORO,,No Pertenece,Mediano,10797,,,3,0,18,5,1,2,1,2,0,2,0,1,3,1,1,0,1,3,244192.97,90.59999999999999,269528.6644591612,24.96329116821289,4012987.19,371.6761169433594,30.4,18.523664,166.71298,46.309158,18.523664,27.785496,9.2618322,27.785496
13132010,13132010,2010,13,MORAZAN,1313,1313,LOLOTIQUILLO,,No Pertenece,Pequeño,5376,,,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28874.25,90.59999999999999,31870.03311258278,5.928205490112305,952864.75,177.2441864013672,63.2,0,167.41072,37.202381,0,0,0,18.601191
13142010,13142010,2010,13,MORAZAN,1314,1314,MEANGUERA,,No Pertenece,Pequeño,8393,,,1,0,3,1,1,1,0,2,1,1,1,1,2,1,0,0,0,1,41503.25,90.59999999999999,45809.32671081678,5.4580397605896,828942.5800000001,98.76594543457031,58.1,11.914691,35.744072,11.914691,23.829382,23.829382,0,11.914691
13152010,13152010,2010,13,MORAZAN,1315,1315,OSICALA,,No Pertenece,Pequeño,9812,,,0,0,12,5,0,0,0,4,3,1,0,0,0,0,0,0,0,5,50722.65,90.59999999999999,55985.26490066225,5.705795288085938,1990640.87,202.8782043457031,57.2,0,122.29922,50.958012,40.766407,0,0,50.958012
13162010,13162010,2010,13,MORAZAN,1316,1316,PERQUIN,,No Pertenece,Pequeño,3438,,,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41597.71,90.59999999999999,45913.587196468,13.35473728179932,499758.64,145.3631896972656,54.1,0,290.86679,58.173355,0,29.086678,0,29.086678
13172010,13172010,2010,13,MORAZAN,1317,1317,SAN CARLOS,,No Pertenece,Pequeño,4741,,,0,0,11,1,0,0,0,2,0,2,1,0,0,0,0,0,1,2,25401.82,90.59999999999999,28037.3289183223,5.913800716400147,907817.6,191.4822998046875,46.1,0,232.01855,21.092596,42.185192,0,21.092596,42.185192
13182010,13182010,2010,13,MORAZAN,1318,1318,SAN FERNANDO MORA,,No Pertenece,Pequeño,1877,,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7266.79,90.59999999999999,8020.739514348787,4.27316951751709,226910.54,120.890007019043,66.7,0,159.82951,53.276505,0,0,0,0
13192010,13192010,2010,13,MORAZAN,1319,1319,SAN FRANCISCO GOTERA,,No Pertenece,Mediano,23697,,,7,0,64,8,4,7,1,14,3,11,2,4,7,2,0,0,2,84,414738,90.59999999999999,457768.2119205298,19.31756019592285,12087071.11,510.0675659179688,42.1,29.539604,270.07639,33.759548,59.079208,29.539604,8.439887,354.47525
13202010,13202010,2010,13,MORAZAN,1320,1320,SAN ISIDRO MORAZAN,,No Pertenece,Pequeño,3095,,,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7099.21,90.59999999999999,7835.772626931568,2.531752109527588,331802.0600000001,107.2058334350586,73.7,32.310177,129.24071,32.310177,0,0,0,32.310177
13212010,13212010,2010,13,MORAZAN,1321,1321,SAN SIMON,,No Pertenece,Mediano,11405,,,0,0,23,0,0,0,0,3,0,3,1,1,1,1,0,0,0,0,74673.88000000001,90.59999999999999,82421.50110375276,7.226786613464356,767647.6299999999,67.30799102783203,70.09999999999999,0,201.66594,0,26.304253,8.7680845,0,0
13222010,13222010,2010,13,MORAZAN,1322,1322,SENSEMBRA,,No Pertenece,Pequeño,3149,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7161.12,90.59999999999999,7904.105960264901,2.510036706924439,498419.41,158.2786254882813,63.7,0,31.756113,0,0,31.756113,0,0
13232010,13232010,2010,13,MORAZAN,1323,1323,SOCIEDAD,,No Pertenece,Mediano,12100,,,8,0,19,5,6,8,0,1,1,0,0,1,2,1,1,0,1,5,89050.13000000001,90.59999999999999,98289.32671081678,8.123085021972656,2173700.35,179.6446533203125,52.7,66.1157,157.0248,41.322315,8.2644625,16.528925,8.2644625,41.322315
13242010,13242010,2010,13,MORAZAN,1324,1324,TOROLA,,No Pertenece,Pequeño,3230,,,2,0,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,29533.7,90.59999999999999,32597.90286975718,10.09222984313965,272517.33,84.37068939208984,88.5,61.919506,154.79877,30.959753,0,30.959753,0,0
13252010,13252010,2010,13,MORAZAN,1325,1325,YAMABAL,,No Pertenece,Pequeño,4747,,,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,24043.47,90.59999999999999,26538.0463576159,5.590487957000732,565863.62,119.2044677734375,63.5,21.065937,126.39561,0,0,0,0,42.131874
13262010,13262010,2010,13,MORAZAN,1326,1326,YOLOAIQUIN,,No Pertenece,Pequeño,3906,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48968.57,90.59999999999999,54049.19426048565,13.83747959136963,711424.52,182.1363372802734,46.7,0,0,25.601639,0,0,25.601639,0
14012010,14012010,2010,14,LA UNION,1401,1401,ANAMOROS,,No Pertenece,Mediano,15411,,,10,4,10,4,9,10,2,7,4,3,0,3,4,3,0,0,0,2,149424.66,90.59999999999999,164927.880794702,10.70195865631104,4032972.61,261.6944274902344,48.4,64.888718,64.888718,25.955486,45.4221,25.955486,0,12.977743
14022010,14022010,2010,14,LA UNION,1402,1402,BOLIVAR,,No Pertenece,Pequeño,4391,,,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,94689.78999999999,90.59999999999999,104514.1169977925,23.80189323425293,2103023.13,478.939453125,44.7,22.773855,45.54771,22.773855,22.773855,0,0,0
14032010,14032010,2010,14,LA UNION,1403,1403,CONCEPCION DE ORIENTE,,No Pertenece,Pequeño,8761,,,5,0,3,1,5,6,0,3,1,2,0,1,1,1,0,0,0,0,51135.59,90.59999999999999,56441.04856512142,6.442306518554688,2544586.01,290.4447021484375,39.1,68.485336,34.242668,11.414222,34.242668,11.414222,0,0
14042010,14042010,2010,14,LA UNION,1404,1404,CONCHAGUA,13,Pertenece,Grande,41317,,,33,2,28,13,24,30,4,29,8,21,1,14,27,14,1,0,7,14,275783.66,90.59999999999999,304396.9757174393,7.367354393005371,15222293.54,368.4268798828125,45.5,72.609337,67.768715,31.464046,70.189026,65.348404,16.942179,33.884357
14052010,14052010,2010,14,LA UNION,1405,1405,EL CARMEN LA UNION,,No Pertenece,Mediano,12985,,,1,0,12,1,1,1,0,14,6,8,0,1,4,1,0,0,0,3,112178.86,90.59999999999999,123817.7262693157,9.535443305969238,3999379.81,308,44.8,7.7011938,92.414322,7.7011938,107.81671,30.804775,0,23.10358
14062010,14062010,2010,14,LA UNION,1406,1406,EL SAUCE,,No Pertenece,Pequeño,6695,,,0,0,2,3,0,0,0,4,0,4,1,2,2,2,1,0,1,3,82077.39999999999,90.59999999999999,90593.15673289183,13.53146457672119,2048166.2,305.9247436523438,46.5,0,29.873039,44.809559,59.746078,29.873039,14.93652,44.809559
14072010,14072010,2010,14,LA UNION,1407,1407,INTIPUCA,,No Pertenece,Pequeño,8114,,,2,0,10,4,2,2,0,5,3,2,1,1,9,1,0,0,1,3,80884.03,90.59999999999999,89275.97130242827,11.00270748138428,2859601.89,352.4281311035156,38.6,24.648756,123.24377,49.297512,61.621887,110.9194,12.324378,36.973133
14082010,14082010,2010,14,LA UNION,1408,1408,LA UNION,13,Pertenece,Grande,35915,,,29,6,49,11,29,32,4,44,23,21,1,5,20,5,5,1,10,30,460866.41,90.59999999999999,508682.5717439294,14.16351318359375,41595501.14000001,1158.165161132813,31.4,89.099258,136.43324,30.627871,122.51148,55.687038,27.843519,83.530556
14092010,14092010,2010,14,LA UNION,1409,1409,LISLIQUE,,No Pertenece,Mediano,14570,,,1,0,4,1,0,1,0,4,0,4,0,5,9,5,0,0,0,0,68945.75,90.59999999999999,76099.06181015453,5.222996711730957,1420411.77,97.48880004882813,63.6,6.8634181,27.453672,6.8634181,27.453672,61.770763,0,0
